Date,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
200203,355.05,4124.25,2887.56,10861.64,25909.61,435.96,857.54,2487.07,3649.64,840.21,1266.85,1021.33,4398.79,2177.72,368.33,336.03,1281.35,761.84,1033.31,190.06,1281.18,879.87,2011.24,7736.05,2497.34,3891.91,1071.81,920.37,980.89,3590.45,3043.03,5522.12,596.57,876.48,2581.94,1739.86,1845,824.75,2862.86,950.27,2014.42,812.53,3555.32,1007.56,1914.27,3973.91,315.43,2610.03,9004.15
200204,373.89,4207.62,3058.28,11730.8,26027.78,483.54,924.95,2605.33,3876.85,880.55,1451.47,1081.91,4371.02,2285.05,404.67,342.63,1320,785.58,1129.49,214.49,1405.57,925.3,2291,7966.03,2593.79,4024.1,1233.12,970.14,1124.28,3887.39,3367.21,5656.81,617.92,960.2,2844.71,1818.74,2048.08,887.23,2948.59,1132.09,2119.18,860.66,3622.23,1062.24,2084.6,4089.85,322.21,2888.57,9087.48
200205,397.05,4281.21,3277.17,12320.47,26884.47,494.47,992.99,2540.98,3872.68,907.91,1573.69,1055.77,3950.58,2168.3,416.36,392.93,1351.25,834.29,1049.61,235.09,1373.36,913.63,2325.6,7603.05,2679.85,4371.26,1285.95,957.88,1042.75,3732.6,3364.57,5065.1,608.28,910.36,2519.3,1555.22,1894.65,801.52,3022.56,1138.26,2020.09,852.47,3542.14,1138.86,2076.29,4183.91,331.36,2569.18,7978.17
200206,410.31,4357.36,3650.93,12247.71,28101.06,480.78,947.95,2535.73,3922.49,904.3,1609.06,1074.79,3843.24,2199.37,430.84,395.9,1345.1,787.91,1083.73,216.53,1313.86,930.64,2337.33,7593.49,2738.55,4313.71,1430.58,998.87,1094.42,3686.73,3157.21,5411.21,603.81,895.47,2523.08,1494.35,1837.53,765.55,3033.84,1098.12,2013.88,812.24,3530.16,1158.24,2090.45,4091.02,312.83,2529.83,7865.4
200207,629.11,4470.39,3581.13,12937.83,21095.13,476.27,1985.54,2350.44,3658.15,839.95,1428.69,997.74,3357.51,2375.33,445.66,403.1,1233.86,775.86,1043.31,228.73,1155.49,789.6,2103.91,6286.58,2910.79,4823.42,1405.87,948.13,1075.04,4073.23,3050.47,4743.21,676.24,788.84,2147.57,1312.85,1434.02,633.74,3208.19,1056.77,1978.88,810.02,3281.95,1160.31,2032.97,4375.53,316.15,2279.86,6945.02
200208,577.68,4074.82,3028.36,11995.68,21952.72,424.94,1674.97,2224.07,3607.74,756.88,1329.58,941.58,3327.48,2153.73,375.5,312.43,1133.05,636.15,842.9,189.85,995.2,729.85,1827.65,5962.62,2249.06,4459.42,1278.73,929.62,749.33,3599.94,2681.68,4233.73,656.65,717.11,2015.27,1205.79,1338.44,543.3,3097.87,919.3,1915.79,730.02,2888.74,1061.12,1887.43,4119.77,292.36,2106.24,7441
200209,543.64,4051.66,3358.37,12268.74,23910.96,452.91,1751.58,2298.72,3667.38,748.59,1279.1,957.71,3365.51,2187.27,402.95,321.04,1112.38,640.79,811.45,196.13,985.7,732.32,1787.81,5618.21,2189.14,4445.82,1500.78,918.25,820.74,3515.44,2756.92,4312.17,687.47,716.39,2050.12,1250.39,1266.8,508.96,3051.66,966.42,1874.41,762.36,2944.5,1022.38,1955.23,4085.99,304.23,2264.43,7089.11
200210,529.92,3843.46,3157.56,11556.55,18511.93,422.14,1686.27,2273.65,3683.93,705.64,1307.42,946.52,3149.59,1936.97,360.66,296.72,994.38,604.51,660.82,170.29,893.62,665.7,1545.53,4949.65,2252.98,4526.76,1441.6,822.56,752.76,3299.41,2450.76,3936.91,667.18,653.6,1674.54,1061.77,1054.46,477.31,2776.19,924.92,1814.97,725.77,2673.34,894.97,1746.27,3695.62,307.85,1946.08,6017.53
200211,510.21,4146.61,3558.77,11509.88,19419.41,428.77,1897.43,2419.87,3782.3,768.93,1132.07,975.84,3409.72,2100.31,366.37,308.18,1035.82,620.37,704.75,153.9,996.06,713.19,1396.59,4967.42,2197.24,4042.15,1301.56,764.27,784.03,3427.77,2426.72,4767.66,672.16,712.26,1968.31,1336.32,1219.89,520.13,2890.46,930.49,1859.02,763.85,2866.94,891.98,1887.81,3925.85,313.62,2140.5,6299.79
200212,556.51,4174.48,3457.26,11112.58,18139.61,477.25,2062.42,2382.87,3704.72,805.39,1013.12,1030.89,3625.49,2288.24,382.67,341.53,1105.61,638.34,830.98,177.06,1122.32,792.86,1577.98,5330.92,2279.8,3675.25,1241.58,858.4,861.03,3536.83,2451.35,5597.67,659.84,776.36,2395.1,1527.27,1507.82,604.81,3094.24,1021.7,1937.06,739.39,2971.45,939.94,1937.71,4018.69,322.44,2446.98,6777.06
200301,546.85,4209.88,3312.11,10754.99,19455.91,445.91,1733.78,2351.72,3700.39,777.9,1002.86,1030.69,3465.98,2183.29,383.17,325.59,1107.31,619.44,770.5,170.37,1017.05,784.46,1460.88,5180.03,2218.91,4039.03,1543.6,867.86,964.71,3561.11,2519.79,5167.68,682.05,751.83,2124.11,1395.17,1208.72,548.78,2985.36,989.67,1912.29,719.74,2752.65,900.14,1891.85,3885.49,327.86,2183.74,6285.06
200302,535.47,3936,3309.31,10126.33,18240.86,464.49,1621.26,2437.47,3658.33,747.65,1021.64,1023.37,3484.94,2080.93,357.22,313.09,1041.29,660.7,741.35,171.17,967.65,744.74,1419.76,5133.06,1868.07,3574.48,1526.08,865.73,827.33,3475.6,2430.85,4968.25,681.73,722.1,2154.25,1396.44,1211.24,524.43,2961.51,964.8,1831.06,703.9,2622.33,847.2,1878.65,3790.98,320.27,2106.63,6139.48
200303,434.56,3735.58,3042.49,10028.99,18467.86,499.03,1599.82,2321.42,3552.6,729.14,989.67,1080.07,3434.92,2004.75,353.59,300.54,1051.56,661.54,769.45,176.31,992.47,761.22,1323.24,4675.96,1684.21,3203.57,1434.24,803.35,943.8,3545.39,2321.65,4727.13,676.3,694.19,2334.99,1429.46,1284.31,522.03,2908.69,925.9,1763.5,687.63,2618.09,807.2,1843.3,3588.69,318.16,2068.03,6407.74
200304,454.6,3786.68,2654.74,10092.95,14520.73,530.64,1592.84,2268.64,3844.87,774.48,1011.24,1083.74,3410.52,2066.32,357.16,315.66,1054.34,678.54,743.73,180.24,980.06,733.44,1297.25,4422.59,1587.73,3348.07,1364.2,789.36,910.11,3625.24,2405.36,4778.24,722.03,707.14,2302.03,1452.71,1268.88,521.14,2921.31,950.18,1838.7,696.12,2758.94,848.32,1822.69,3677.03,323.43,2118.29,6901.95
200305,447.2,3962.68,2856.03,10315.31,14914.82,583.81,1892.89,2453.44,3965.84,829.95,932.1,1147.47,3577.91,2271.59,387.53,353.42,1120.7,786.11,818.38,195.71,1063.87,811.89,1539.79,4803.27,1765.59,3513.43,1414.26,939.42,930.79,3633.05,2575.17,5383.57,779.86,767.16,2608.34,1592.43,1407.71,579.93,3056.75,971.4,2030.78,743.59,3050.14,958.59,2037.6,4070.71,352.85,2383.3,8296.86
200306,500.42,4192.83,2807.61,11355.69,19757.64,597.59,2034.62,2662.23,4072.68,864.89,1021.81,1225.31,3732.87,2282.31,383.8,368.55,1208.98,918.52,941.69,202.77,1128.37,863.52,1590.23,5352.34,1901.81,3271.81,1550.95,1053.69,1163.72,3948.22,2821.23,5718.53,816.58,836.93,2972.78,1724.21,1617.96,648.67,3130.47,989.66,2078.21,804.4,3150.56,1044.27,2156.99,4241.25,382.74,2590.6,8246.41
200307,467.64,4220.6,2361.35,10522.87,20518.09,584.4,2330.11,2684.05,3942.12,870.12,980.04,1295.95,3895.23,2184.83,387.58,410.47,1264.96,990.21,1102.87,207.68,1157.77,893.3,1497.06,5750.08,2060.69,3019.22,3401.13,1204.9,1177.3,3885.13,3042.88,6022.62,863.83,835.6,3203.47,1742.03,1631.59,681.09,3147.81,1054.42,2272.28,797.29,3181.88,1063.6,2036.07,4139.18,393.94,2578.47,8321.18
200308,474.12,4201.84,2390.1,10331.49,18200.23,622.58,2285.19,2643.75,3964.84,901.01,1084.24,1366.25,3905.1,2356.27,371,465.85,1283.42,963.1,1178.68,249.63,1273.24,959.86,1584.42,5932.68,2269.61,3310.91,3815.56,1321.48,1029.55,3813.89,2875.96,5951.05,928.41,879.2,3494.53,1817.72,1810.45,735.05,3309.44,1133.06,2244.47,789.99,3344.72,1095.25,2121.82,4369.96,404.95,2754.7,8300.72
200309,507.5,4208.71,2576.76,10108,18659.98,648.23,2398.45,2664.11,4003.78,965.69,1129.14,1357.13,3775.41,2387.94,378.77,528.2,1346.21,1029.86,1230.51,259.71,1379.11,1020.22,1711.35,6369.21,2466.94,3232.38,4192.41,1411.91,1103.27,4028.45,2943.55,6054.73,954.11,913.31,3559.24,1901.97,2100.48,788.5,3495.71,1169.02,2294.68,814.46,3638.7,1106.79,2113.42,4274.76,417.62,2790.65,8859.88
200310,511.67,4281.68,2482.95,9917.55,19858.49,644.54,2407.74,2735.49,4156.91,956.33,1115.67,1365,3787.69,2237.21,356.48,512.4,1319.03,1069.56,1189.01,251.42,1285.88,972.3,1624.31,5954.43,2265.64,2929.07,4142.22,1479.91,1076.28,3968.07,3050.39,5707.97,953.38,890.91,3637.73,1959.9,2013.82,758.98,3415.71,1149.12,2300.13,818.02,3468.03,1141.42,2142.27,4243.8,423.17,2830.97,8879.7
200311,565.58,4414.31,2633.52,10483.15,21078.23,715.35,2479.52,2947.34,4327.47,1067.15,1178.45,1412.23,3780.39,2384.49,378.5,529.27,1411.32,1303.32,1417.53,273.49,1461.08,1067.47,1767.76,6668.02,2401.91,2975.88,4639.83,1726.93,1180.07,4026.53,3089.74,6110.8,1005.22,938.9,4069.29,2046.32,2361.6,835.89,3693.05,1201.79,2531.44,861.86,3837.26,1249.41,2315.35,4454.45,440.12,3148,8760.39
200312,599.9,4539.61,2718.44,10683.24,23522.01,744,2611.24,2996.65,4288.52,1103.49,1281.58,1461.33,3801.17,2514.78,378.71,525.04,1457.54,1383.33,1464.7,286.16,1528.77,1143.26,1828.69,6643.09,2342.55,2953.14,5170.17,1906.14,1196.61,4061.66,3104.55,6179.19,1083.08,978.84,4185.6,2069.21,2458.1,868.2,3804.1,1192.04,2525.97,910.67,3877.57,1291.11,2345.03,4483.11,456.73,3194.56,8992.7
200401,630.79,4728.38,2872.72,11389.85,24542.46,754.78,2791.57,3077.83,4461.44,1111.86,1296.47,1541.39,4039.01,2747.62,393.48,531.09,1583.55,1380.98,1622.96,306.04,1579.87,1204.74,2109,7353.99,2626.61,3299.76,5253.42,2062.84,1512.23,4672.94,3276.34,6624.58,1049.36,1032.18,4324.51,2183.92,2430.73,895,4136.29,1315.72,2563.41,945.63,3781.28,1286.14,2445.69,4777.49,466.78,3359.15,9671.67
200402,610.39,4768.04,3032.6,11059.34,25045.18,753.79,2799.98,3110.33,4626.33,1096.95,1354.48,1659.43,4137.61,2693.27,411.46,575.54,1565.23,1312.15,1620.09,315.82,1563.82,1198.73,2034.3,7543.23,2659.96,3152.39,4527.67,1946.88,1400.56,4757.17,3329.97,6696.92,1151.21,1062.24,4536.41,2304.2,2536.49,977.56,3986.11,1301.13,2458.71,973.34,3789.11,1292.18,2509.88,5018.52,496.28,3504.57,10336.31
200403,622.81,5056.82,3207.76,11333.64,26002.39,779.47,2821.2,3137.53,4887.42,1158.74,1314.17,1654.86,4205.79,2757.02,433.53,635.28,1639.18,1451.23,1721.61,348.72,1567.74,1200.47,1997.93,7450.01,2659.15,3038.34,4765.9,2261.16,1496.65,4949.2,3384.82,6701.23,1117.93,1054.71,4360.97,2251.89,2527.25,955.67,4197.43,1520.5,2456.16,994.78,4043,1399.53,2571.47,5223.21,507.61,3604.13,10065.12
200404,648.03,5160.14,3326.49,11269.99,24641.24,750.79,2884.62,3128.56,4961.93,1195.14,1310.93,1673.85,3986.69,2703.57,413.5,667.31,1703.62,1524.24,1676.92,354.32,1583.28,1193.84,1958.87,7077.18,2571.15,3017.25,5097.55,2232.21,1599.45,4941.72,3416.23,6535.69,1179.7,1078.89,4377.93,2201.7,2410.17,956.56,4217.35,1516.72,2440.91,1040.45,4067.61,1427.17,2517.27,5041.43,513.11,3525.19,9559.58
200405,644.06,5311.45,3481.37,11312.26,25111.56,706.86,2832.03,3128.27,5151.92,1169.67,1327.67,1731.12,4157.98,2685.61,416.95,644.95,1714.26,1352.92,1529.57,352.09,1551.95,1172.55,2025.06,7208.55,2716.69,3135.33,4033.83,1892.06,1646.23,5129.63,3287.69,6538.13,1208.59,1097.06,4023.58,2177.27,2228.6,901,4278.75,1481,2445.87,1049.74,4002.77,1409.43,2402.47,4999.44,498.47,3246.47,9384.61
200406,704.96,5173.37,3555.29,11554.44,21944.78,726.96,2807.21,3134.06,5223.85,1188.86,1314.16,1750.45,4147.78,2693.8,419.9,614.83,1758.63,1362.65,1614.95,355.76,1596.02,1180.97,1959.57,7232.15,2761.9,3242.27,4285.32,1957.66,1751.94,5154.67,3315.24,6403.58,1223.28,1121.77,4225.02,2265.38,2421.96,943.18,4362.73,1551.1,2494.72,1054.73,4026.87,1366.45,2483.89,5041.06,510.59,3260.28,9711.2
200407,741.44,5213.89,3244.89,11305.79,22904.7,725.45,2679.96,3031.84,5194.93,1261.31,1266.42,1781.12,3763.01,2758.41,548.85,648.52,1809.03,1620.24,1584.38,400.02,1766.3,1084.76,2119.52,8276.03,2544.36,3103.08,3775.16,1957.04,2105.27,5119.26,3498.9,5896.83,1077.06,1098.65,4308.07,2369.03,2328.94,1013.53,4550.05,1538.51,2493.01,1073.88,3877.58,1355.9,2317.83,4737.33,476.03,3035.77,10100.3
200408,701.83,5006.47,2589.08,10171.91,22045.5,706.98,2550.53,2899.36,4907.55,1196.67,1186.86,1657.17,3577.87,2702.69,508.6,636.12,1721.93,1589.91,1580.88,372.53,1656.03,988.4,2072.29,8378.64,2524.65,3093.96,3889.18,1980.62,2072.42,5291.78,3527.1,5861.81,993.2,1053.13,4053.58,2229.28,2056.73,878.73,4298.28,1493.36,2378.75,962.88,3773.54,1424.03,2296.6,4593.52,480.09,2863.7,10213.8
200409,714.36,5156.71,2591.56,10349.4,22749.68,715.03,2533.5,2901.02,5128.75,1200.89,1186.93,1640.65,3654.82,2775.83,538.97,642.43,1789.55,1649.79,1573.04,386.34,1623.06,989.85,1994.59,8373.66,2479.13,3092.98,4258.28,2075.17,1964.41,5228.54,3641.01,5932.24,952.63,1025.43,3825.71,2171.82,1916.32,836.64,4291.37,1491.42,2408.64,944.98,3740.17,1386.81,2391.57,4640.4,511.74,2985.44,10096.15
200410,735.82,5122.93,2481.53,9491.51,21851.05,797.24,2627.29,2934.85,5069.95,1233.46,1201.2,1741.47,3539.08,2905.5,529.98,665.07,1841.29,1782.44,1729.91,396.36,1733.36,1010.32,2035.39,8355.05,2609.44,3235.68,4438.38,2254.33,2132.63,5684.75,3682.36,5780.5,960.87,1073.03,3930.82,2304.22,1964.5,862.26,4271.63,1546.42,2484.96,948.65,3894.4,1462.85,2377.11,4702.39,521.89,3028.58,10301.46
200411,753.85,5299.19,2648.99,9594.37,22471.89,791.44,2702.9,3004.46,4877.38,1291.75,1195.47,1696.95,3457.17,2918,566.34,706.8,1848.67,1799.08,1663.62,411.37,1725.92,1039.42,2010.13,8112.95,2620.23,3190.71,4603.18,2052.78,2123.05,5717.83,3829.85,6040.23,942.19,1098.66,4107.98,2465.55,2085.48,919.4,4103.48,1599.39,2686.3,973.56,4096.11,1523.2,2419.5,4459.25,562.53,3200.06,10457.1
200412,754.49,5478.18,2673.96,10068.52,26382.13,844.28,2929.04,3065.77,5072.76,1367.29,1295.06,1723.57,3461.92,3185.32,630.14,809.91,1963.08,1971.87,1908.56,449.26,1856.14,1120.9,2202.79,8619.12,2814.93,3568.56,4568.44,2217.33,2658.6,6054.3,4037.33,6127.61,1067.04,1155.24,4405.56,2555.75,2177.03,961.67,4308.15,1764.27,2868.8,1061.86,4189.43,1637.49,2502.46,4736.11,596.11,3378.57,10870.16
200501,786.49,5759.44,2650.4,10505.07,28022.54,877.3,3168.28,3100.81,5373.02,1444.89,1350.13,1828.25,3667.14,3315.64,675.57,843.98,2048.81,2183.66,1913.82,521.96,1910.52,1167.48,2345.57,8716.79,2737.09,3323.5,4260.04,2248.8,2576.52,5914.15,4127.02,6377.32,1098.62,1199.85,4630.16,2632.07,2223.73,990.76,4453.8,1838.01,3006.54,1131.22,4308.46,1743.44,2629.19,5052.08,673.64,3598.48,11259.98
200502,764.33,5742.72,2729.51,11167.55,29244.85,858.23,3010.68,2995.1,5289.52,1406.62,1370.18,1826.24,3459.52,3265.92,621.88,816.17,2110.79,2300.77,1905.83,557.09,1817.73,1153.58,2193.6,8636.81,2661.64,3352.38,3984.41,2263.18,2693.68,6087.43,4193.71,6136.54,1085.85,1168.98,4410.96,2463.83,2069.18,956.33,4414.6,1762.24,2770.26,1099.63,4282.83,1748.66,2575.45,5039.85,688.56,3592.7,11115.11
200503,782.73,5766.71,2720.57,11315.35,30158.56,855.91,2972.93,2980.38,5285.03,1433.29,1431.55,1856.99,3538.9,3527.23,635.62,821.12,2131.89,2510.57,2133.04,589.5,1951.14,1194.65,2218.24,9002.8,3044.63,3407.61,4305.48,2565.8,3070.23,7303.21,4274.04,6041.26,1060.89,1177.15,4375.36,2418.12,2151.13,977.56,4471.37,1930,2839.49,1132.9,4310.75,1769.86,2532.67,5204.94,741.78,3639.17,10953.41
200504,788.33,5678.07,2706.53,11152.06,29916.71,829.83,2986.57,2936.8,5251.94,1437.69,1530.68,1764.96,3545.48,3446.9,637.47,767.84,2110.43,2382.83,1932.82,559.44,1914.68,1163.03,2067.1,9215.18,3101.37,3495.44,4041.08,2408.88,2960.8,7087.21,4288.03,6079.77,1075.11,1180.32,4329.02,2373.06,2089.57,914.61,4447.09,1888.62,2787.09,1117.5,4324.59,1821.8,2455,4958.26,708.61,3584.84,11112.89
200505,778,5662.06,2741.89,11396.73,29514.48,733.82,2931.54,2842.55,5085.86,1331.93,1542.53,1840.71,3702.99,3236.51,603.82,791.47,2117.25,2300.86,1743.85,552.58,1807.47,1070.06,1902.05,9173.22,2991.13,3459.86,3619.9,2180.73,2779.08,6718.41,4370.63,5986.14,1042.93,1145.53,4124.76,2278.94,2051.08,872.55,4081.7,1795.3,2644.95,1103.93,4074.88,1714.56,2476.52,4865.04,701.84,3457.88,11104.39
200506,811.42,5754.01,2845.46,12551.33,30453.66,758.12,2989.48,2851.84,5167.85,1420.15,1571.36,1858.47,3765.51,3234.23,658.61,838.11,2168.27,2533.17,1743.45,593.06,1907.05,1139.9,2050.4,9637.6,3105.69,3690.03,3559.28,2249.45,3063.82,6864.85,4426.48,6122.58,1096.8,1174.95,4737.29,2432.23,2297.59,949.89,4094.82,1792.56,2770.33,1158.79,4339.07,1852.5,2549.99,5149.83,766.16,3503.05,11229.68
200507,810.41,3755.9,2846.55,18787.74,30675.37,868.6,3029.17,3962.36,4802.19,1466.24,1458.1,1711.41,3561.56,3181.81,658.52,3519.49,2088.07,2707.06,1617.83,589.6,1886.24,1084.42,1979.9,9055.83,2888.07,3374.97,3788.52,2342.27,2367.11,6744.75,4563.39,5538.27,1176.09,1203.05,4529.79,2492.82,2230.11,920.9,3163.21,1728.15,2666.16,1195.93,4185.58,1962.6,2546.39,5358.98,1631.41,3771.6,10696.01
200508,847.05,3855.86,2967.74,19098.93,31774.88,924.3,3271.35,4157.93,4948.33,1535.95,1396.03,1830.69,3729.75,3327.71,675.27,3619.77,2252.44,3005.74,1830.44,586.86,2104.13,1174.31,2165.81,9214.74,3076.84,3301.23,3641.83,2579.87,2863.15,7043.81,4689.17,5490.73,1195.6,1262.41,4752.26,2632.17,2453.55,1001.39,3325.19,1973.47,2921.93,1273.93,4405.46,2074.21,2554.96,5566.74,1734.67,3941.86,10665.56
200509,810.37,3794.19,2902.65,19172.82,33216.3,949.7,3223.69,4173.74,4894.09,1496.32,1410.31,1858.99,3713.05,3117.25,680.39,3540.65,2215.87,2889.86,1812.12,572.89,2121.01,1174.07,2066.85,9174.05,3072.84,3289.92,3815.66,2606.26,3110.26,7416.4,4728.64,5427.58,1185.19,1263.22,4713.6,2673.35,2446.89,1011.79,3192.46,1990.67,2870.23,1264.08,4127.58,2077.09,2510.94,5510.47,1666.9,3889.21,10402.46
200510,822.32,3970.34,2656.95,20788.37,34408.29,984.59,3291.69,4013.22,4955.66,1472.97,1393.77,1791.81,3704.2,3092.55,695.07,3359.26,1473.68,2911.27,1865.39,545.59,2128.37,1201.57,1968.06,9262.92,3213.58,3214.82,4545.2,2874.92,3403.42,8003.28,4925.25,5382.16,1106.76,1281.32,4811.04,2707.11,2488.4,1007.71,3288.39,1882.92,2987.65,1263.59,4096.28,2070.63,2469.71,5743.89,1643.18,4152.23,10433.04
200511,785.67,3818.01,2630.78,20908.04,34993.68,914.4,3224.3,3723.03,4775.08,1464.05,1354.72,1768.4,3600.36,3163.79,697.09,3223.01,1383.06,2593.18,1783.88,506.09,2029.69,1151.67,1832.85,8818.48,3114.51,3163.8,4088.43,2783.77,3067.72,7185.02,4622.06,5214.55,1128.83,1284.72,4777.81,2799.91,2332.1,972.16,3315.65,1866.83,3109.18,1241.51,4222.81,2072.8,2534.94,5857.34,1500.81,4285.15,10485.12
200512,755.53,3862.46,2749.04,21139.47,34077.77,960.97,3399.77,3828.6,4918.39,1578.17,1427.32,1821.28,3647.2,3261.97,722.25,3390.07,1425.87,2842.38,1998.3,558.77,2206.76,1227.23,1805.81,9280.49,3093.24,3184.24,4431.77,2943.31,3085.08,7327.46,4592.58,5383.02,1168.43,1347.3,4899.98,2972.26,2590.32,1059.78,3336.05,2005.88,3336.17,1319.08,4414.27,2200.96,2653.07,6107.98,1598.17,4549.81,11526.99
200601,752.61,3906.18,3125.13,20646.93,35123.54,948.69,3296.04,3838.35,4991.03,1576.71,1420.81,1860.37,3770.23,3273.34,734.89,3399.52,1446.89,2829.96,2068.74,519.21,2221.46,1217.68,1805.76,9563.55,3112.05,3323.79,5087.21,3012.39,3127.87,7380.9,4636.21,5278.67,1144.94,1345.24,5009.47,2934.57,2537.99,1062.08,3389.69,2001.06,3370.46,1331.52,4380.67,2222.86,2637.04,6183.53,1589.84,4579.03,11373.41
200602,772.7,3963.5,3226.13,20509.74,34262.52,1012.01,3442.2,3855.68,5111.84,1572.65,1431.16,1936.53,3869.78,3377.1,763.43,3298.81,1558.38,3119.43,2377.45,573.59,2496.64,1295.77,1892.91,9705.84,3258.41,3535.71,5929.2,3530.01,3601.41,8302,4769.45,5557.62,1141.9,1393.06,5258.54,3075.68,2636.35,1152.46,3289.91,2002.41,3512.78,1433.04,4523.56,2316.6,2662.21,6111.7,1588.01,5000.73,10946.56
200603,774.4,4019.86,3239.32,22773.7,34224.8,1022.22,3445.07,3930.46,5166.81,1583.19,1417.62,1887.68,3943.22,3359.33,785.45,3412.83,1596.81,2895.7,2295.13,594.89,2481.76,1332.5,1875.94,10136.38,3453.71,3770.55,5160.6,3300.81,3291.19,7597.85,4761.31,5782.76,1131.02,1418.96,5411.45,2962.84,2638.37,1180.71,3300.04,1990.98,3622.77,1453.94,4580.73,2424.38,2723.68,6138.79,1612.82,5104.68,11043.02
200604,810.1,4108.41,3451.14,22701.78,33876.89,1062.06,3568.46,3949.59,5210.21,1628.84,1400.79,1734.43,3920.22,3393.62,809.6,3325.12,1662.24,2950.79,2617.83,609.28,2575.23,1398.39,1921.7,10514.84,3556.06,3893.94,5156.15,3666.13,3480.93,7682.29,4539.16,5885.06,1173,1462.35,5669.22,3082.04,2730.78,1212.56,3494.42,2051.16,3795.65,1516.74,4685.47,2482.55,2739.86,6127.68,1734.45,5267.22,11650.93
200605,865.75,4270.7,3474.51,22903.11,35007.29,980.52,3623.43,3920.57,5266.33,1607.29,1383.2,1753.26,3828.47,3492,833.3,3362.06,1607.84,2901.88,2818.53,602.98,2729.27,1410.4,1894.84,11071.21,3702.62,3935.82,5753.33,3855.41,4201.13,8063,4655.8,5791.29,1194.67,1479.22,5587.64,3048.68,2774.93,1230.98,3738.85,1981.23,3857.78,1470.84,4650.55,2475.5,2882.85,6121.13,1741.08,5321.03,11661.87
200606,811.84,4430.63,3591.8,23761.8,34675.29,957.24,3566.58,4105.95,5137.54,1521.99,1381.54,1688.55,3753.71,3386.75,804.66,3406.42,1478.18,2657.56,2676.24,559.07,2629.22,1345.74,1935.26,10930.54,3574.22,3760.02,5082.15,3386.92,4129.12,7754.34,4707.27,5759.93,1110.41,1417.91,5330.61,2839.73,2546.27,1180.34,3725.93,1901.41,3790.66,1459.32,4549.42,2419.89,2807.38,5899.38,1600.14,4948.03,11847.23
200607,2625.82,3933.3,3217.08,21489.21,35679.41,844.18,4208.51,2294.63,5516.52,1416.43,1385.25,1478.44,3418.81,2831.28,853.23,803.62,1430.38,2436.76,2717.83,549.61,2540.53,1308.88,1860.59,9716.48,3355.4,3584.03,4341.61,4022.74,3752.45,6999.45,4842.89,6224.52,1098.35,1392.37,5063.45,2786.49,2364.89,1129.17,4077.6,2021.07,3696.63,1408.57,4542.69,2474,2639.68,5585.47,1301.45,4892.86,11043.56
200608,2696.15,4001.66,3327.11,22444.32,38905.64,811.25,3899.29,2281.93,5515.4,1376.21,1404.55,1547.52,3577.93,2708.72,856.84,795.94,1308.22,2273.4,2604.34,505.21,2406.74,1231.02,1788.88,9379.77,3285.19,3925.92,4204.36,3927.82,3280.06,7336.6,5077.1,6405.46,1054.75,1323.29,4984.16,2722.37,2237.46,1107.97,3843.88,2041.62,3327.13,1378.66,4365.78,2324.09,2696.84,5671.85,1223.38,4956.25,10933.98
200609,2963.42,4099,3213.16,22927.55,40581.65,839,3981.54,2339.47,5985.51,1429.46,1479.98,1574.32,3644.87,2806.3,894.5,807.11,1356.51,2298.82,2535.62,540.57,2387.09,1243.56,1840.07,9255.88,3322.92,4043.9,4258.76,4041.66,2934.32,7093.97,5171.9,6590.03,1060.48,1365.13,5652.33,2865.73,2413.73,1159.05,4014.7,2117.75,3322.31,1418.32,4504.25,2391.35,2711.8,5914.41,1184.34,4970.53,11344.84
200610,3190.07,4143.87,3165.27,22791.3,37563.65,908.97,4176.13,2358.95,6093.81,1555.63,1453.04,1571.95,3742.3,2868.32,967.31,819.82,1367.84,2215.3,2533.75,510.98,2410.6,1286.61,1934.76,9587.92,3469.16,4216.93,3582.11,3962.02,2492.21,6890.16,5051.47,6865.81,1085.22,1387.46,5881.92,3057.64,2484.81,1176.56,4088.11,2165.81,3448.15,1436.74,4823.43,2559.97,2783.08,6030.27,1179.68,5438.81,11719.17
200611,3041.37,4183.41,2980.1,22889.76,39601.33,1060.69,4520.09,2505.34,6383.18,1705,1155.36,1650.34,3821.17,3033.43,1024.47,824.03,1422.29,2343.14,2812.23,609.07,2494.67,1352.42,2049.67,9898.76,3517.26,4252.26,3796.49,4349.42,2852.2,7231.42,5314.79,7323.13,1080.92,1466.58,6160.63,3284.49,2471.71,1254.24,4287.14,2284.45,3734.79,1426.8,4995.22,2783.75,2813.02,6128.89,1256.78,5781.61,11815.62
